id,timestamp,ip,user_agent,referrer,note
1,2025-09-28T15:15:51.977Z,::1,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","http://localhost:3000/","clic depuis la page de démonstration"
1,2025-09-28T15:23:27.270Z,::1,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","http://localhost:3000/","clic depuis la page de démonstration"
2,2025-09-28T15:27:09.695Z,::1,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","http://localhost:3000/","clic depuis la page de démonstration"
1,2025-09-28T15:43:03.599Z,::1,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","http://localhost:3000/","clic depuis la page de démonstration"
2,2025-09-28T15:43:48.949Z,::1,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","http://localhost:3000/","clic depuis la page de démonstration"
3,2025-09-28T15:48:32.903Z,::1,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","http://localhost:3000/","clic depuis la page de démonstration"
4,2025-09-28T15:48:51.538Z,::1,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","http://localhost:3000/","clic depuis la page de démonstration"
5,2025-09-28T15:53:03.014Z,::1,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","http://localhost:3000/","clic depuis la page de démonstration"
6,2025-09-28T15:54:34.882Z,::1,127.0.0.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/140.0.0.0 Safari/537.36","http://localhost:3000/","clic depuis la page de démonstration"
